date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:19:57	1554/1554	---M--	200	added ('OK')	image/png	etag:%22612-5cf3eafafa880%22	https://dreamschat.dreamguystech.com/template-html/template2/assets/img/status-icon.png	F:/WinHTTrack/SignalR%20Project/dreamschat.dreamguystech.com/template-html/template2/assets/img/status-icon.png	(from https://dreamschat.dreamguystech.com/template-html/template2/status.html)
09:19:57	459856/459856	---M--	200	added ('OK')	image/jpeg	etag:%2270450-5cf3eafafa880%22	https://dreamschat.dreamguystech.com/template-html/template2/assets/img/status1.jpg	F:/WinHTTrack/SignalR%20Project/dreamschat.dreamguystech.com/template-html/template2/assets/img/status1.jpg	(from https://dreamschat.dreamguystech.com/template-html/template2/status.html)
09:19:58	21937/21937	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Dec%202021%2012:29:44%20GMT	https://dreamschat.dreamguystech.com/template-html/template2/videocall-group.html	F:/WinHTTrack/SignalR%20Project/dreamschat.dreamguystech.com/template-html/template2/videocall-group.html	(from https://dreamschat.dreamguystech.com/template-html/template2/audio-call.html)
09:19:58	17940/17940	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Dec%202021%2012:29:44%20GMT	https://dreamschat.dreamguystech.com/template-html/template2/audiocall-single.html	F:/WinHTTrack/SignalR%20Project/dreamschat.dreamguystech.com/template-html/template2/audiocall-single.html	(from https://dreamschat.dreamguystech.com/template-html/template2/audio-call.html)
09:19:58	54850/54850	---M-Z	200	added ('OK')	text/css	etag:%22d642-5cf3eafafa880-gzip%22	https://dreamschat.dreamguystech.com/template-html/template2/assets/plugins/mcustomscroll/jquery.mCustomScrollbar.css	F:/WinHTTrack/SignalR%20Project/dreamschat.dreamguystech.com/template-html/template2/assets/plugins/mcustomscroll/jquery.mCustomScrollbar.css	(from https://dreamschat.dreamguystech.com/template-html/template2/login-email.html)
09:19:59	3051/3051	---M--	200	added ('OK')	image/png	etag:%22beb-5cf3eafafa880%22	https://dreamschat.dreamguystech.com/template-html/template2/assets/img/logo-full.png	F:/WinHTTrack/SignalR%20Project/dreamschat.dreamguystech.com/template-html/template2/assets/img/logo-full.png	(from https://dreamschat.dreamguystech.com/template-html/template2/login-email.html)
09:19:59	4341/4341	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Dec%202021%2012:29:44%20GMT	https://dreamschat.dreamguystech.com/template-html/template2/signup-email.html	F:/WinHTTrack/SignalR%20Project/dreamschat.dreamguystech.com/template-html/template2/signup-email.html	(from https://dreamschat.dreamguystech.com/template-html/template2/login-email.html)
09:19:59	2584/2584	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Dec%202021%2012:29:44%20GMT	https://dreamschat.dreamguystech.com/template-html/template2/forgotpassword-email.html	F:/WinHTTrack/SignalR%20Project/dreamschat.dreamguystech.com/template-html/template2/forgotpassword-email.html	(from https://dreamschat.dreamguystech.com/template-html/template2/login-email.html)
09:19:59	60011/60011	---M-Z	200	added ('OK')	application/javascript	etag:%22ea6b-5cf3eafafa880-gzip%22	https://dreamschat.dreamguystech.com/template-html/template2/assets/js/jquery.nicescroll.min.js	F:/WinHTTrack/SignalR%20Project/dreamschat.dreamguystech.com/template-html/template2/assets/js/jquery.nicescroll.min.js	(from https://dreamschat.dreamguystech.com/template-html/template2/login-email.html)
09:20:00	95406/95406	---M-Z	200	added ('OK')	application/javascript	etag:%22174ae-5cf3eafafa880-gzip%22	https://dreamschat.dreamguystech.com/template-html/template2/assets/plugins/mcustomscroll/jquery.mCustomScrollbar.js	F:/WinHTTrack/SignalR%20Project/dreamschat.dreamguystech.com/template-html/template2/assets/plugins/mcustomscroll/jquery.mCustomScrollbar.js	(from https://dreamschat.dreamguystech.com/template-html/template2/login-email.html)
09:20:02	253681/253681	---MCZ	200	added ('OK')	application/javascript	etag:%223def1-5cf3eafafa880-gzip%22	https://dreamschat.dreamguystech.com/template-html/template2/assets/js/jquery-ui.min.js	F:/WinHTTrack/SignalR%20Project/dreamschat.dreamguystech.com/template-html/template2/assets/js/jquery-ui.min.js	(from https://dreamschat.dreamguystech.com/template-html/template2/videocall-group.html)
09:20:02	196/196	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2023%20Jun%202023%2005:20:03%20GMT	https://dreamschat.dreamguystech.com/template-html/template2/assets/plugins/mcustomscroll/mCSB_buttons.png	F:/WinHTTrack/SignalR%20Project/dreamschat.dreamguystech.com/template-html/template2/assets/plugins/mcustomscroll/mCSB_buttons.png	(from https://dreamschat.dreamguystech.com/template-html/template2/assets/plugins/mcustomscroll/jquery.mCustomScrollbar.css)
